"","sample","unique_ID","reads","Method","Island","Year","ID","Date.Collected","dada2_sample","unoise_sample","Size","Extract..Date","Sterilized","Source"
"168","HEV23","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV23_S48","HEV23",24.3,"3/14/18","NS","LAB"
"169","HEV24","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"170","HEV24","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"171","HEV24","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"172","HEV24","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"173","HEV24","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"174","HEV24","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"175","HEV24","Oxya",275,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"176","HEV24","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"177","HEV24","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"178","HEV24","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"179","HEV24","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"180","HEV24","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV24_S41","HEV24",24.3,"3/14/18","NS","LAB"
"181","HEV25","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"182","HEV25","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"183","HEV25","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"184","HEV25","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"185","HEV25","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"186","HEV25","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"187","HEV25","Oxya",84,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"188","HEV25","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"189","HEV25","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"190","HEV25","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"191","HEV25","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"192","HEV25","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV25_S42","HEV25",24.6,"3/14/18","NS","LAB"
"193","HEV26","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"194","HEV26","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"195","HEV26","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"196","HEV26","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"197","HEV26","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"198","HEV26","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"199","HEV26","Oxya",311,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"200","HEV26","Periplaneta australasiae",7,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"201","HEV26","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"202","HEV26","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"203","HEV26","Pycnoscelus surinamensis",5,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"204","HEV26","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/16/17","HEV26_S43","HEV26",24.7,"3/14/18","NS","LAB"
"205","HEV27","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"206","HEV27","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"207","HEV27","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"208","HEV27","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"209","HEV27","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"210","HEV27","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"211","HEV27","Oxya",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"212","HEV27","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"213","HEV27","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"214","HEV27","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"215","HEV27","Pycnoscelus surinamensis",64,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"216","HEV27","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/7/17","HEV27_S29","HEV27",25.4,"3/14/18","SS","LAB"
"217","HEV29","Anisolabis maritima",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"218","HEV29","Blattodea",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"219","HEV29","Conoderus pallipes",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"220","HEV29","Diploptera punctata",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"221","HEV29","Hemiptera",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"222","HEV29","Lepidodactylus lugubris",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"223","HEV29","Oxya",28,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"224","HEV29","Periplaneta australasiae",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"225","HEV29","Pycnoscelus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"226","HEV29","Pycnoscelus indicus",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"227","HEV29","Pycnoscelus surinamensis",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
"228","HEV29","Scholastes lonchifer",0,"Hand","Cooper",2017,"Heteropoda venatoria","8/14/17","HEV29_S28","HEV29",27.5,"3/14/18","NS","LAB"
